delivery_group,orders,gmv,delivery_days,review_score,bad_review_rate
准时,88381,12021340.28,10.859970674629665,4.295086194474149,0.0916702691633865
晚到,7822,1158437.67,31.503768979883425,2.56672760511883,0.5398276312353095
