product_category,gmv,orders,freight,late_rate,review_score,bad_review_rate,aov,freight_share,gmv_share,cumulative_gmv_share
christmas_supplies,8737.84,125,3190.91,0.12,4.06993006993007,0.13286713286713286,69.90272,0.26749743267316356,0.0006629104024915241,0.9961080233358108
tablets_printing_image,7528.41,79,1226.2,0.07228915662650602,4.1234567901234565,0.13580246913580246,95.29632911392405,0.14006334948101629,0.0005711550341069664,0.9966791783699178
cine_photo,6674.47,63,1227.71,0.07142857142857142,4.285714285714286,0.12857142857142856,105.94396825396827,0.15536345666638826,0.0005063694911005012,0.9971855478610183
music,6034.35,38,690.51,0.07894736842105263,4.2105263157894735,0.10526315789473684,158.79868421052632,0.10268020449496346,0.00045780574916395,0.9976433536101823
dvds_blu_ray,4542.59,56,1227.25,0.06557377049180328,4.180327868852459,0.14754098360655737,81.11767857142857,0.21270087212123734,0.0003446309574510374,0.9979879845676334
party_supplies,4465.1900000000005,38,820.19,0.047619047619047616,3.8333333333333335,0.21428571428571427,117.50500000000001,0.15518089522418443,0.00033875888092493444,0.9983267434485583
books_imported,4418.86,50,732.08,0.03508771929824561,4.508771929824562,0.08771929824561403,88.37719999999999,0.142125514954552,0.00033524398033766883,0.998661987428896
furniture_mattress_and_upholstery,4323.38,37,1581.37,0.13513513513513514,3.891891891891892,0.1891891891891892,116.84810810810811,0.2678132012362928,0.0003280002352897061,0.9989899876641857
fashio_female_clothing,2580.04,35,568.77,0.06818181818181818,3.909090909090909,0.13636363636363635,73.71542857142857,0.1806301428158574,0.00019573891886830522,0.9991857265830539
fashion_sport,2094.52,26,563.03,0.06896551724137931,4.344827586206897,0.06896551724137931,80.55846153846154,0.21186054824932737,0.0001589041566596032,0.9993446307397136
la_cuisine,2054.99,13,333.55,0.0,4.0,0.23076923076923078,158.07615384615383,0.13964597620303618,0.00015590514910047073,0.999500535888814
arts_and_craftmanship,1814.01,23,370.13,0.08333333333333333,4.125,0.125,78.87,0.16946258023753058,0.00013762281058289573,0.999638158699397
diapers_and_hygiene,1365.8899999999999,24,529.31,0.027777777777777776,3.3333333333333335,0.2222222222222222,56.91208333333333,0.27928978471929083,0.00010362546002892566,0.9997417841594259
flowers,1110.04,29,488.87,0.030303030303030304,4.419354838709677,0.06451612903225806,38.27724137931035,0.3057520435796887,8.421498484541848e-05,0.9998259991442714
home_comfort_2,760.27,24,410.31,0.16666666666666666,3.6296296296296298,0.25925925925925924,31.677916666666665,0.3505185463616327,5.767911654393203e-05,0.9998836782608154
cds_dvds_musicals,730.0,12,224.98999999999998,0.0,4.642857142857143,0.0,60.833333333333336,0.23559408999047107,5.538263390252198e-05,0.9999390608947178
fashion_childrens_clothes,519.95,7,78.72,0.0,5.0,0.0,74.27857142857144,0.13149147276462825,3.944684999673466e-05,0.9999785077447145
security_and_services,283.28999999999996,2,41.22,0.0,2.5,0.5,141.64499999999998,0.1270222797448461,2.1492255285267738e-05,0.9999999999999998
